Boek;Hfd;Passage;Titel;Toelichting;Vraag
45;13;Romeinen 13:8-14;God liefhebben laat je zien door naastenliefde;Het is goed om je aan de wet te houden: geen verkeerde dingen doen, wel belasting betalen (Romeinen 13:3-7). Maar Gods wet gaat verder dan dat. Het komt hierop aan: houd van de ander. ‘Wees elkaar niets schuldig, behalve liefde,’ staat in vers 8 (NBV21). Het gaat dus niet om je eigen verlangens, het afwerken van je eigen ‘bucketlist’ voordat Jezus terugkomt – want Paulus gelooft dat Jezus snel terug zal komen (vers 11). Het gaat juist om het liefhebben van de ander. Dat is alles wat de Wet (van God) van je vraagt en daarmee laat je zien dat je bij Jezus hoort.;Hoe kun jij laten zien dat je bij Jezus hoort?
45;14;Romeinen 14:1-12;Plicht van de sterkste ;Het Oude Testament staat vol met regels. Er gold daarom binnen de Joodse religie een strikte scheiding tussen rein en onrein - wat betreft eten en voorwerpen -, en tussen het heilige en het gewone. Dat Joden en niet-Joden nu met elkaar omgaan omdat ze Jezus volgen, zorgt ervoor dat er allerlei vragen zijn over het naleven van de regels. De schrijver van Romeinen stelt eigenlijk één regel die bij alle dilemma's uitkomst biedt: laat alles wat je doet tot eer van God zijn. Zolang je God eert door je gedrag, je doen en laten, doe je het goed.;Hoe probeer jij door je gedrag God te eren?
45;14;Romeinen 14:1-12;Plicht van de sterkste;In de wetten van het Oude Testament is er veel aandacht voor een strikte scheiding tussen rein en onrein, bijvoorbeeld met betrekking tot eten en voorwerpen, en tussen het heilige en het gewone. Dat Joden en niet-Joden nu met elkaar omgaan omdat ze Jezus volgen, zorgt ervoor dat er allerlei vragen zijn over het naleven van de regels. Paulus geeft hier één regel die bij alle dilemma's uitkomst biedt: laat alles wat je doet tot eer van God zijn. Zolang je God eert door je gedrag, je doen en laten, doe je het goed.;Wat vind je van Paulus' advies?
45;14;Romeinen 14:13-23;Overtuigingskracht ;Soms maken christenen andere keuzes dan jij. Met het loslaten van de strikte regels, komt er meer vrijheid. Maar ook soms meer verwarring en discussie, want wie doet het dan goed? Liefde moet hierin een leidraad zijn. God zelf zal oordelen naar onze daden, Hij kijkt naar het hart en naar het waarom je iets wel of niet doet. Het is niet aan ons om anderen te oordelen. Het is onze taak om de ander lief te hebben - ook al maakt die ander misschien andere keuzes dan jij.;Hoe zou liefde in discussies over regels een grotere rol kunnen krijgen?
45;14;Romeinen 14:13-23;Laat het los;Soms maken christenen andere keuzes dan jij. Met het loslaten van de strikte regels, komt er meer vrijheid. Maar ook  meer verwarring en discussie, want wie doet het dan goed? Liefde moet hierin een leidraad zijn. God zelf zal oordelen naar onze daden, Hij kijkt naar het hart en naar waarom je iets wel of niet doet. Het is niet aan ons om pver anderen te oordelen. Het is onze taak om de ander lief te hebben - ook al maakt die ander misschien andere keuzes dan jij.;In wat voor situaties heb jij de neiging om een ander te veroordelen? Kan deze tekst je helpen om hier volgende keer anders mee om te gaan?
45;15;Romeinen 15:1-13;Bijbelstudie;Een tijd geleden was het armbandje populair met de letters W.W.J.D.: What Would Jezus Do (Wat zou Jezus doen). Dit is het motto van de tekst vandaag. Wees zoals Jezus: dienstbaar en gericht op de ander. Jezus kwam, zoals was voorspeld in de Bijbel, zodat alle mensen God zouden loven. Heidenen en Joden. Mensen met een zwak of een sterk geloof. Zij allen mogen hun hoop nu op God stellen. Dat is onze taak als christenen: mensen dienen, zodat ze naar God zullen kijken, hoop ontvangen en Hem eren.;Probeer vandaag in het contact met een ander te bedenken: 'Wat zou Jezus doen?'
45;15;Romeinen 15:14-21;Nieuwe wegen ;Paulus schrijft zijn brief in de hoop dat de ruzie tussen Joodse en niet-Joodse christenen stopt. Er is onenigheid over het naleven van de regels van de Joodse wet. Hoe moet de sabbat worden gevierd? Welk vlees mag worden gegeten? Paulus benadrukt dat de gelovigen heilig worden door de heilige Geest. Niet door hun daden of gebruiken. Juist dat is het goede nieuws! Alle volken mogen dankzij Christus nu bij God gaan horen. De heilige Geest wijst nieuwe wegen, ook buiten Israël.;Ook in onze tijd is er veel discussie over bepaalde gebruiken. Hoe zou het spreken over de heilige Geest hierbij kunnen helpen?
45;15;Romeinen 15:14-24;Nieuwe wegen;Ik heb veel vertrouwen in jou.' Wat een prachtige zin om te lezen of te horen! Paulus' vertrouwen in de christenen in Rome was niet per se gebaseerd op hun gedrag tot nu toe. Eerder in zijn brief maakt hij soms met scherpe woorden duidelijk dat ze het over bepaalde dingen bij het verkeerde eind hebben. Maar Paulus is ervan overtuigd dat de mensen aan wie hij schrijft het goede willen, en dat ze ook weten wat dat goede is. Zijn brief is alleen een reminder.;Ik weet dat jij het kunt!' Wanneer heb jij het nodig om dat te horen?
45;15;Romeinen 15:25-33;Verantwoording;Paulus vertelt over zijn plannen om naar Spanje te reizen. Daarvoor zamelt hij geld in. En hij vraagt om gebed. Zijn doel is dat alle niet-Joodse volken het goede nieuws te horen krijgen, dat God hen dankzij Christus heilig wil maken door zijn heilige Geest. Toch loopt het anders dan Paulus had gedacht. Uiteindelijk zal hij Spanje nooit bereiken, maar in Rome als een martelaar sterven.;Op welke manieren zouden we vandaag kunnen bijdragen aan het verspreiden van het goede nieuws? Bijvoorbeeld door geld, tijd, gebed? Wie zou jij kunnen bemoedigen, omdat het leven anders verloopt dan de plannen?
45;16;Romeinen 16:1-16;Hartelijke groeten ;De brief van Paulus is door Febe naar Rome gebracht. Zij was een kerkleider met wie Paulus samenwerkte. Paulus heeft veel respect voor Febe en spoort de mensen in Rome aan om haar goed te behandelen. Ook daarna haalt Paulus meerdere vrouwen aan. Zij verkondigen het evangelie, doen veel moeite voor de kerk, zijn gastvrij en zijn voor Paulus zelf een vriendin of zelfs als een moeder. In de kerk die Paulus voor ogen heeft, spelen mannen én vrouwen een belangrijke rol.;Gender heeft nog altijd invloed op de rollen en taken die in een kerk in te vullen zijn. Wat vind je daarvan?
45;16;Romeinen 16:1-16;Hartelijke groeten;De brief van Paulus is door Febe naar Rome gebracht. Zij was een kerkleider met wie Paulus samenwerkte. Paulus heeft veel respect voor Febe en spoort de mensen in Rome aan om haar goed te behandelen. Ook daarna haalt Paulus meerdere vrouwen aan. Zij verkondigen het evangelie, doen veel moeite voor de kerk, zijn gastvrij en zijn voor Paulus zelf een vriendin of zelfs als een moeder. In de kerk die Paulus voor ogen heeft, spelen mannen én vrouwen een belangrijke rol.;Gender heeft nog altijd invloed op de manier waarop we naar mensen kijken. Wat vind je daarvan?
45;16;Romeinen 16:17-27;Eervolle vermeldingen ;Paulus laat aan veel vrienden groeten overbrengen. Het is een bont gezelschap van mensen die hij opnoemt. Mannen, vrouwen, families, slaven, vrienden, christenen, stadsbestuurders, Joden, Romeinen... Het laat zien dat door het geloof in Christus al die verschillen minder belangrijk zijn. Paulus schrijft veel mooie dingen over de mensen die hij laat groeten. En hij waarschuwt voor ruzie. Juist omdat er zoveel verschillen tussen mensen zijn, is het belangrijk om naar God te luisteren en Hem te dienen, in plaats van mensen gehoorzaam te zijn.;Denk eens aan de laatste persoon die je gezien hebt. Welke mooie dingen zou je tegen hem of haar kunnen zeggen?
45;16;Romeinen 16:17-27;Eervolle vermeldingen;Paulus laat aan veel vrienden groeten overbrengen. Het is een bont gezelschap van mensen die hij opnoemt. Mannen, vrouwen, families, slaven, vrienden, christenen, stadsbestuurders, Joden, Romeinen... Het laat zien dat door het geloof in Christus al die verschillen minder belangrijk zijn. Paulus schrijft veel mooie dingen over de mensen die hij laat groeten. En hij waarschuwt voor ruzie. Juist omdat er zoveel verschillen tussen mensen zijn, is het belangrijk om naar God te luisteren en Hem te dienen, in plaats van mensen gehoorzaam te zijn.;Denk eens aan de laatste persoon die je gezien hebt. Welke mooie dingen zou je over of tegen hem of haar kunnen zeggen?
46;1;1 Korintiërs 1:10-17;Onverdeeld  ;"Paulus beschrijft heel raak hoe verdeeldheid er in de gemeente van Korinte uitziet. Alle groepen beroepen zich op een autoriteit. Allemaal weten ze wel iemand die het volgens hen bij het rechte eind heeft. En zo staan ze tegenover elkaar, elk met hun eigen theologische kampioens­ kandidaat.
Paulus wil die verdeeldheid doorbreken. Hij wil helemaal geen kampi­ oen worden. Waar hij voor pleit, is eerder een gemeenschappelijke wijsheid. Ieders inzicht draagt bij aan de zoektocht naar waarheid, naar betekenis, naar zin. De eenheid die hij zoekt vindt hij in Jezus Christus. Hoe ieder over Jezus denkt, hem ervaart en in hem gelooft, het draagt allemaal bij aan een beter begrip van wat wel tot heil dient en wat niet. Het vergt moed om zo opzij te stappen. Paulus heeft die moed, om niet zelf heer te willen zijn, maar van zich af te wijzen naar de Ene.";
46;1;1 Korintiërs 1:18-31;Wat niets is, heeft God uitgekozen ;"Paulus speelt in dit gedeelte met de woorden wijs en dwaas. Het evan­ gelie van de gekruisigde Christus klinkt dwaas in de oren van de wereld, zegt hij. Wie wil er een God die lijdt, die ten onder gaat aan de haat van mensen? En toch schuilt daar juist Gods wijsheid in. Het duizelt je bijna van alle omkeringen in dit stukje van de brief. En dat zal voor de mensen in Korinte, die de brief als eerste lazen, niet anders zijn geweest.
Paulus zet in met dit lastige stuk, omdat hij iets duidelijk wil maken over wat geloven is. Geloven is geen logisch gevolg van een redenering. Geloof is geen som die altijd klopt. Geloof is geen overtuigend argu­ ment waar niemand iets tegenin kan brengen. Geloof is een beetje dwaas. Geloof is je overgeven aan een geheim. Daar begint alles mee.";
46;1;1 Korintiërs 1:1-9;Verankerd ;Soms vergeet je dat de brieven van Paulus daadwerkelijke brieven zijn. Ze zijn geschreven op een bepaald moment en gericht aan mensen die hij kende. De kunst van het brieven schrijven is in onze tijd een vergeten kunst aan het worden. Wij schrijven een e­mail, of nog sneller: sturen een appje. Daarmee gaat er nog weleens wat werkelijke aandacht ver­ loren. Neem deze eerste brief van Paulus aan de gemeente in Korinte. Paulus beschrijft precies wie de afzender is en wie de geadresseerde. En hij neemt alle tijd om te beginnen met uitgebreide goede wensen. Woorden van zegen zijn het eerste dat hij schrijft. Hij steekt de ontvan­ gers van zijn brief een hart onder de riem en bemoedigt hen met hoop en vertrouwen. Misschien is het een aanleiding om zelf ook eens iemand een brief te schrijven, en daar echt tijd en aandacht aan te besteden.;
46;2;1 Korintiërs 2:10-16;Spreken vanuit de Geest ;"Het zal de mensen in Korinthe onderhand wel duizelen. Natuurlijk, als Grieken zijn ze wel iets gewend als het op ﬁlosoferen aankomt. Maar Paulus geeft hier een staaltje weg, waar hun geleerden van achter hun oren zullen hebben gekrabd. De Geest van God is jullie geschonken, zegt hij, en met die Geest kun je God begrijpen. Alleen met die Geest, want God begrijpt zichzelf.
Als je dit verbindt met de vorige gedeeltes, wordt het misschien duide­ lijker. Het gaat Paulus erom dat wij niet vanuit ons eigen vertrekpunt bij God kunnen komen. Als we maar diep genoeg zouden nadenken. Of als we maar goed genoeg zouden zoeken.
Het bijzondere is nu net dat God naar ons toekomt. Als een geschenk, als een geheim. Het geloof is als een bril die je gegeven wordt. Daar­ door leer je te zien met Gods ogen en zie je de wereld als schepping en de ander als naaste.";
46;2;1 Korintiërs 2:1-9;Wat het oor niet heeft gehoord ;Wat is wijsheid? Een vraag waar ﬁlosofen en theologen al eeuwen mee worstelen. In de brief van Paulus leren we er iets belangrijks over. Je hebt algemene wijsheden en persoonlijke wijsheid. De wijsheid van het verstand en de wijsheid van de liefde. Als het gaat om Gods wijsheid, dan denken wij mensen vaak dat dat ons verstand ver te boven gaat. Maar Paulus maakt het klein, zo klein als het ‘ik’ van de schrijver. God heeft zijn wijsheid niet bedoeld als een algemene wereldgedachte. Niet als iets voor theologen of ﬁlosofen of geleerden. Maar Hij geeft het aan de mensen die Hij liefheeft. Als persoonlijke kennis, kennis van het hart. Die wijsheid leert je het allerbelangrijkste op aarde: je bent geliefd. God ziet je en kent je zoals niemand je kent.;
46;3;1 Korintiërs 3:1-9a;U bent zijn akker ;‘Wij kunnen planten en natmaken, maar Gij moet de wasdom schen­ ken.’ Ik hoor het onze leraar wiskunde nog bidden. Het maakte indruk. Ik was niet goed in wiskunde. Mijn leraar bleef voor mij een tovenaar in getallen. Zijn gebed is met mij meegegaan. Hij was zo’n planter in mijn leven, die me de wiskunde niet heeft kunnen bijbrengen. Niet zo heel jammer achteraf bezien. Hij heeft wel besef ingeplant dat er iets heel groots boven ons mensen uit gaat: God. Een leraar op het toen nog klassieke christelijk lyceum deed wat hij doen moest: medewerker van God zijn en daarna de wet van Pythagoras uitleggen. Paulus zegt dat iedere medewerker apart wordt beloond. Daar gaan wij mensen niet over. Na vijfenzestig jaar beloon ik mijn leraar E. door dit te schrijven. God heeft wasdom geschonken. Mijn leraar was planter en ik de akker.;
46;3;1 Korintiërs 3:9b-23;U bent zijn bouwwerk ;Wie het voorrecht heeft gekend een eigen huis te bouwen, weet heel goed waaraan hij begint. Zijn of haar fantasie kan tomeloos zijn. Onont­ wijkbaar is de beslissende vraag naar de bouwgrond. Alles wat boven de grond is bedacht en later opgebouwd, rust op de grondstructuur. Zo zijn mensen die in een rivierbedding of tegen een berghelling hun huis hebben gebouwd, raar te pas gekomen. Paulus spreekt over de gemeente als een bouwwerk. Voor de christelijke gemeente, in welke hoek van de wereld die ook opgebouwd en ingericht wordt, geldt uit­ eindelijk maar één criterium: wat boven de grond uitkomt wordt geoor­ deeld als de storm losbarst of het water wast. Is er op Christus gebouwd of op informatie van onderaannemers? Bezint eer ge begint – álles is van u. Maar u bent van Christus en Christus is van God. Beter safe dan sorry.;
46;4;1 Korintiërs 4:1-13;Wie denkt u wel dat u bent? ;Beheerder over de geheimen van God, oikonomos/econoom in het Grieks en dispensatus in het Latijn. Paulus zegt: Beschouw me als ‘eco­ noom’, ‘gedispenseerd’ om het geheim van God te verkondingen. Als iemand denkt: Wat verbeeldt hij zich? kan me dat niet schelen. Ik doe wat ik doen moet, goed of niet. Christus zal mij beoordelen. Een besef dat dikwijls ver te zoeken is. In de samenleving vol media wordt vaak geoordeeld voordat een zaak bij de rechter aanhangig is gemaakt. Beter is het Paulus’ denkwijze te volgen. Zijn we betrouwbaar? ‘Christus onder ons’, bewaren we dat voldoende? Zoals goede economen met geld omgaan en gedispenseerden zich houden aan wat geschreven staat. Paulus weet, net als zijn vriend Apollos, dat de wereld zijn opstel­ ling dwaas vindt. Maar daarom is het nog niet dwaas om betrouwbaar te zijn in het beheer en het oordeel aan Christus over te laten.;
46;4;1 Korintiërs 4:14-21;Opvoedkunde ;Die moeilijke Paulus, zo heet een in de jaren zeventig veel gelezen boek. Een goed gekozen titel, want Paulus’ boodschap geeft veel stof tot nadenken. Des te meer nu Paulus zich een vader noemt. Met deze patriarchale insteek zal menigeen nog meer moeite krijgen. Terecht? Paulus beschouwt de Korintiërs als kinderen die zijn boodschap nog niet lijken te begrijpen. Het is er ruzie op ruzie en pochen op pochen. Zijn al die snoevers praatjesmakers of beschikken ze over een kracht die met Christus van doen heeft? Timoteüs moet nog maar eens uitleggen: Paulus zelf leeft ‘in de eenheid met Christus’. Voor Paulus zijn dat geen woorden, maar is het praktijk. Als hij op bezoek komt, zullen ze dat merken. Het Koninkrijk van God bestaat uit kracht. Daar kun je vol over­ tuiging liefdevol en zachtmoedig over spreken. Een stok achter de deur overtuigt niet.;
46;5;;;;
46;6;1 Korintiërs 6:19-20;Lichaam;"Met Kerst vieren we dat God op aarde kwam, als mens onder de mensen. De baby wordt Immanuel genoemd; die naam betekent: God met ons. Met Pasen herdenken we dat Jezus de straf, schaamte en onreinheid op zich heeft genomen en opstond uit de dood. Met Pinksteren vieren we dat God niet een God van ver weg is, maar een God die met zijn Geest in de mens wil wonen. Niet alleen als God met ons, maar God in ons. Paulus schrijft dat Gods heiligheid nu niet langer in de tempel is, maar dat de heilige Geest in ons lichaam woont. Ons eigen lichaam is de tempel van zijn heilige Geest. Ons lichaam, dit tijdelijke, kwetsbare omhulsel, is daardoor heilig worden! We dienen er dus goed voor te zorgen en zorgvuldig mee om te gaan.";Op welke manier zorg jij goed voor je lichaam?
46;7;1 Korintiërs 7:17-23;Blijf wat je bent!;Gisteren lazen we over de volledige omkering die bevrijding teweeg kan brengen. Wat Paulus hier in 1 Korintiërs schrijft, lijkt dat tegen te spreken. ‘Blijf wat je bent’, roept hij zijn lezers op. ‘Ga nou geen gekkigheid in je hoofd halen, alleen maar omdat je in Jezus gelooft.’ Bedoelt hij dat echt zo stellig?;Ja en nee. Nee, we moeten geen gekkigheid in ons hoofd halen. Joodse christenen moeten bijvoorbeeld zeker niet proberen hun besnijdenis ongedaan te maken, net zoals niet-Joodse christenen zich niet alsnog moeten laten besnijden. Maar Paulus’ oproep is breder dan dat.
46;8;;;;
46;9;;;;
46;10;;;;
46;11;1 Korintiërs 11:17-34;;;
46;11;;;;
46;12;1 Korintiërs 12:1-11;Bijzondere krachten;Wat maakt jou bijzonder? Welk speciaal talent heb jij? Volgens Paulus is iedereen verschillend. De heilige Geest geeft ieder mens een speciaal talent. En al die talenten zijn even belangrijk. Ze zijn allemaal nodig om samen een kerk te kunnen vormen.;Hoe help jij anderen met jouw bijzondere talent?
46;12;1 Korintiërs 12:12-31;;;
46;13;1 Korintiërs 13:10-13;Geloof, hoop en liefde;"De afgelopen dagen hebben we de boodschap van de profeet Micha gelezen. Dat was soms pittige kost! De komende dagen lezen we daarom Bijbelteksten over hoop en vertrouwen.
Alles wat beperkt is verdwijnt, schrijft Paulus. Wat we kennen, weten, zien, profeteren ... Veel van wat wij ervaren in dit leven zal verdwijnen. Maar dit niet: liefde, hoop en geloof. Of: ‘hoop, vertrouwen en liefde’, zoals de Bijbel in Gewone Taal het verwoordt. Deze drie horen bij elkaar. Hoop is net als geloof en liefde een essentieel onderdeel van ons christelijke leven. Zonder hoop is het moeilijk om het geloof en de liefde vast te houden. Hoop helpt ons om erop te (blijven) vertrouwen dat we door Jezus gered en door God geliefd zijn. Alle drie zijn ze nodig en niet los verkrijgbaar.";Misschien is het voor jou een vertrouwd drietal. Probeer je daarom eens in te denken wat het voor je zou betekenen als je een van deze drie niet meer zou hebben, alsof het los verkrijgbaar was. Wat zou dit betekenen voor jouw (christelijke) leven?
46;13;1 Korintiërs 13:1-13;;;
46;14;;;;
46;15;1 Korintiërs 15:1-11;n/a;Paulus geeft hier kernachtig het goede nieuws weer: de Messias waar zo lang naar uitgekeken is, is op aarde geweest! Hij is uit de dood opgestaan en leeft! Houd aan dit geloof vast, ook als je twijfelt, lijkt Paulus de mensen in Korinthe te willen aansporen. Voor ons is het meer dan tweeduizend jaar geleden, maar in de tijd dat Paulus dit schreef, leefden er nog een aantal mensen die de opgestane Heer hadden gezien. Als de lezers van deze brief dat wilden, hadden ze deze getuigen wellicht kunnen ontmoeten en bevragen.;Stel je voor dat jij een van deze getuigen kon spreken, wat zou je deze persoon dan willen vragen?
46;15;1 Korintiërs 15:12-19;n/a;In het begin van de kerk verwachtten de gelovigen dat Jezus snel zou terug komen. Er ontstonden vragen toen sommige christenen stierven, terwijl Jezus nog niet was teruggekomen. En deze christenen werden niet direct uit de dood opgewekt. Zij werden, net als voordat Jezus was gekomen, begraven, zoals het altijd was gegaan. Was het dan allemaal wel echt waar? Ja, zegt Paulus. Het geloof is niet alleen voor ons aardse leven en sterven, maar gaat over de hemelse opstanding en het eeuwige leven.;Twijfel jij weleens aan je geloof? Wat doe je op zo'n moment?
46;15;1 Korintiërs 15:20-34;n/a;Paulus gaat best fel tekeer tegen de mensen in Korinte. 'Denk toch eens na', schrijft hij aan het eind van dit stukje. Het klinkt bijna wanhopig. Maar dat komt omdat Paulus juist heel veel om deze mensen geeft. Het doet hem pijn dat ze de moed verliezen, alleen omdat ze niet begrepen dat God niet alles tegelijk doet. De opstanding van Jezus was een voorproefje van wat we straks allemaal zullen meemaken - maar dus niet nu al! Als de gelovigen in Korinte dat begrijpen, hoeven ze niet meer bang te zijn voor de dood, en kunnen ze erop focussen om in dit leven goede keuzes te maken.;Sta jij wel eens stil bij het leven na de dood? Wat voor invloed heeft dat op je keuzes in het hier en nu?
46;15;1 Korintiërs 15:35-49;n/a;Alles om ons heen wordt ouder, gaat stuk of sterft. Maar in de hemel zal dat niet meer zo zijn, schrijft Paulus. Hij geeft antwoord op heel praktische vragen: hoe zal het gaan, aan het einde der tijden? Wordt ons gestorven lichaam in het graf weer tot leven gewekt? Paulus legt uit dat alles zijn eigen vorm heeft, en dat ook het hemelse lichaam dat gelovigen na de dood zullen ontvangen een geheel eigen vorm heeft. Nu is het ons lichaam nog sterfelijk en zwak, maar dat lichaam zal voor altijd schitterend zijn.;Elke rimpel, elk grijze haar brengt je als gelovige dichter bij dat schitterende lichaam dat onsterfelijk is - wat doet deze gedachte met jou?
46;15;1 Korintiërs 15:50-58;n/a;De dood is zoiets afschuwelijks in deze wereld. Soms komt hij veel te vroeg, en blijven de nabestaanden ontredderd achter. En anders is de weg naar de dood  vaak een weg van veroudering, zwakte, aftakeling en lijden. De dood is voor alles in deze wereld onvermijdelijk en onomkeerbaar. De dood heeft zoveel macht! Maar... gelukkig is er een maar. Want God is machtiger. Hij heeft een nieuwe wereld voor ogen, waar de dood geen macht meer heeft. Waar Jezus de dood en diens macht heeft overwonnen. Dus moeten we niet alleen kijken naar de pijn die de dood doet, maar naar Jezus: Hij geeft leven voor altijd!;Waar hoop jij op, voor het leven na de dood?
46;15;;;;
46;16;;;;
47;1;2 Korintiërs 1:1-11;;;
47;1;2 Korintiërs 1:12-22;;;
47;1;2 Korintiërs 1:23-2:13;;;
47;2;2 Korintiërs 2:14-3:6;;;
47;3;2 Korintiërs 3:12-18;De vrijheid van Gods Geest;Teksten zoals deze vinden we ingewikkeld: er klinkt een waardeoordeel tegenover Joden in door, en daar blijven we – terecht – liever ver uit de buurt. Toch schuilt er een waardevolle les in deze tekst.;Paulus was teleurgesteld omdat veel Joden Jezus niet als de beloofde messias zagen. Daarom benadrukt hij de tegenstelling tussen wet en geloof, tussen de uitgedoofde glans van in steen gegrifte letters en de vrijheid van Gods Geest. Natuurlijk kies je voor dat laatste. Wie zou nou niet iets willen laten zien van de hemelse glans van Jezus? Maar als we kritisch naar onszelf kijken, merken we dat de tegenstelling die Paulus hier schetst van alle tijden is, en dat we hem ook kunnen toepassen op ons eigen geloof. Er is lef voor nodig om regels los te laten en vrijheid te omarmen, want voor we het weten, worden we daardoor voorgoed veranderd.
47;4;2 Korintiërs 4:1-12;;;
47;4;2 Korintiërs 4:13-5:5;;;
47;4;2 Korintiërs 5:14-21;Bemiddelaar van verzoening;Waar is het God om te doen? Het gaat God om een nieuwe schepping, waarin de zonde is vernietigd en het kwaad overwonnen. Een wereld van gerechtigheid, vrede en vreugde. Daarvoor is het nodig dat God de wereld haar overtredingen niet aanrekent en zich met haar verzoent. En dat heeft Hij gedaan door en in Christus. Door Jezus’ dood en opstanding is God die nieuwe schepping begonnen. Christus is de bemiddelaar van de verzoening tussen mensen en God. Daaruit blijkt Christus’ liefde, en die liefde is Paulus’ diepste drijfveer. Als gezant van Christus roept hij de mensen op om zich met God te laten verzoenen. Hij wil alle mensen bekendmaken met degene in wie Gods verzoening tot stand is gekomen. Wij moeten één met Christus worden, want dan zijn we een nieuwe, verzoende schepping.;Verlang jij naar een verzoende wereld? Wat zouden we dan volgens Paulus het beste kunnen doen?
47;5;2 Korintiërs 5:1-6;Hier en nu;Paulus spoort de gelovigen in Korinte aan om verder te kijken dan het hier en nu. Hier en nu is het leven zwaar. Je kunt soms twijfelen of ze allemaal wel waar zijn, die beloften van God. Er is soms maar zo weinig van te zien. En ons lichaam wordt elke dag zwakker. Het is moeilijk om Jezus te volgen als er nog zo weinig te zien is van dat nieuwe koninkrijk van God. We geloven, maar we zien nog niet. We vertrouwen wel, maar zien ondertussen ook wat er op aarde allemaal niet goed gaat. Paulus bemoedigt de gelovigen: ja, hier en nu wordt ons lichaam zwakker. Maar de aarde en ons lichaam vormen slechts een tijdelijk huis. Na je dood kom je echt thuis – bij God. Daar en dan is het eeuwige thuis van gelovigen, met eeuwige vreugde en eeuwige luister.;‘Nog één rivier,’ zingt Matthijn Buwalda, ‘en dan zijn we thuis.’ Herken je de twijfels van de gelovigen in Korinte? Hoe zou jij je in het hier en nu meer op het daar en dan kunnen richten?
47;5;2 Korintiërs 5:17-6:10;;;
47;5;2 Korintiërs 5:7-16;;;
47;6;2 Korintiërs 6:11-7:4;;;
47;7;2 Korintiërs 7:5-16;;;
47;8;2 Korintiërs 8:10-15;;;
47;8;2 Korintiërs 8:16-24;;;
47;8;2 Korintiërs 8:1-9;;;
47;9;2 Korintiërs 9:1-15;;;
47;10;2 Korintiërs 10:1-11;;;
47;10;2 Korintiërs 10:12-18;;;
47;11;2 Korintiërs 11:1-15;;;
47;11;2 Korintiërs 11:16-29;;;
47;11;2 Korintiërs 11:30-12:10;;;
47;12;;;;
47;13;;;;
48;1;Galaten 1:1-12;Geen ander evangelie ;We lezen uit de brief aan de Galaten, een brief van Paulus die hij schreef aan heel jonge kerken van vooral niet-Joodse gelovigen. Joodse christenen in deze kerken hebben de gelovigen verteld dat ze zich moeten laten besnijden en zich aan de Joodse wetten moeten houden. De nieuwe gelovigen willen daarin meegaan. Maar Paulus wil dit koste wat kost voorkomen. Hij heeft geen tijd voor dankwoorden, zoals in zijn andere brieven, maar gaat meteen naar de kern van zijn brief: het gaat om het evangelie van Christus, Hij is voor ons gestorven (vers 4)! Daar kan geen mens iets aan toevoegen of aan afdoen.;Wat is volgens jou de kern van het evangelie?
48;1;Galaten 1:13-24;Paulus over zijn roeping ;Paulus vertelt over zichzelf. Niet om zijn opvatting over het evangelie te verdedigen, maar juist om te laten zien dat het niet gaat om wat andere mensen zeggen. Paulus was eerst zelf een strikte navolger van de Joodse wetten, maar toen heeft God hem geroepen en ontdekte hij het goede nieuws van Gods genade door Jezus. Nu lijken de Galaten het omgekeerde te doen: ze hebben Gods genade leren kennen en willen nu nog houvast vinden in wat andere  mensen hun vertellen over het houden van de Joodse wet.;Hoe is dat bij jou: helpen de opvattingen van anderen je vooral om over Gods liefde en genade te leren, of brengen ze je ook wel eens in verwarring?
48;2;Galaten 2:1-14;Ruimte ;Soms lijkt het erop dat mensen elkaar in de kerk niet de ruimte gunnen om het geloof op een andere manier vorm te geven dan zij zelf doen. Misschien missen die mensen de duidelijkheid en de veiligheid van regels en vaste vormen. Paulus kan hier boos om worden. Het gaat niet om wat mensen vinden, de een heeft niet meer te zeggen dan de ander (vers 6). Het gaat om het evangelie van Christus en als je daaraan vasthoudt, ontvang je vrijheid van alles wat je gevangenhoudt en dat is het mooiste wat je kan overkomen! Het geeft ruimte, voor jezelf en de ander!;Wat helpt jou om in vrijheid je geloof te beleven?
48;2;Galaten 2:15-21;Paulus versus Petrus ;In de tekst die we gisteren lazen, verwijt Paulus Petrus hetzelfde als wat hij de gelovigen in Galatië verwijt. Als je gelooft in Jezus Christus ben je vrij, vrij van de wet. Als je dan toch weer probeert de wet te houden (door je te laten besnijden, zoals de Joodse christenen de jonge gelovigen willen laten doen of door niet meer met heidenen te eten, zoals Petrus deed), dan probeer je zelf die rechtvaardigheid te verdienen. Maar de essentie van het evangelie is, zegt Paulus hier heel krachtig: Christus is gestorven voor onze zonden en alleen het geloof volstaat om rechtvaardig bevonden te worden door God.;Zijn er dingen waarmee jij soms toch nog probeert rechtvaardigheid te verdienen? Hoe kun je dat anders doen?
